,gender,level_of_education,enrollment_mode,ageCategory,ad1,ad2,ad3,ad4,sd1,sd2,sd3,sd4,de1,de2,de3,de4,cc1,cc2,cc3,cc4,rts1,rts2,rts3,rts4,score1_correct,score1_attempts,score2_correct,score2_attempts,score3_correct,score3_attempts,score4_correct,score4_attempts,next1,next2,next3,next4
10,m,b,audit,1990-1995,0.9166666666666666,1.0,0.44000000000000006,0.8,1.0,0.5,1.0,1.0,1.0,0.8,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.5,1.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,5.0,6,4,5,6
11,None,None,audit,Null,0.9166666666666666,0.8,0.8,0.8,1.0,0.6666666666666666,1.0,1.0,0.8,0.75,0.8333333333333334,0.875,0.6666666666666666,0.6,1.0,0.6666666666666666,1.0,1.0,0.5,1.0,5.0,5.0,3.0,3.0,4.0,6.0,5.0,7.0,6,4,5,6
12,None,None,audit,Null,1.0,0.5,0.6,0.0,1.0,0.6666666666666666,0.75,0.3333333333333333,0.8,0.3,0.5,0.0,0.0,1.0,0.6666666666666666,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.0,0.0,2.0,8.0,1.0,5.0,2.0,8.0,1.0,13.0,6,4,5,6
13,m,b,audit,1990-1995,0.8888888888888888,0.5,0.6333333333333334,0.8,1.0,0.6666666666666666,0.875,0.6666666666666666,0.9,0.4666666666666667,1.0,0.5833333333333333,1.0,0.6,0.5,0.2,1.0,1.0,1.0,0.3125,5.0,7.0,2.0,6.0,0.0,10.0,0.0,13.0,6,4,5,6
14,m,hs,audit,1990-1995,1.0,0.9,1.0,1.0,1.0,0.6666666666666666,0.75,1.0,0.8,0.85,0.9166666666666666,0.4583333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,5.0,6.0,3.0,3.0,4.0,4.0,5.0,6.0,6,4,5,6
15,m,hs,verified,1990-1995,1.0,0.9,1.0,1.0,1.0,0.6666666666666666,0.75,1.0,0.8,0.85,0.9166666666666666,0.4583333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,5.0,6.0,3.0,3.0,4.0,4.0,5.0,6.0,6,4,5,6
16,m,b,audit,1990-1995,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,0.8,0.55,0.39999999999999997,0.43333333333333335,0.6666666666666666,0.6,0.5,1.0,1.0,1.0,0.625,1.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,6,4,5,6
17,m,b,audit,1990-1995,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,0.8,0.55,0.39999999999999997,0.43333333333333335,0.6666666666666666,0.6,0.5,1.0,1.0,1.0,0.625,1.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,6,4,5,6
18,f,m,audit,1970-1985,0.9166666666666666,1.0,1.0,0.7333333333333333,0.5625,0.5,0.75,1.0,1.0,1.0,1.0,0.875,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,6,4,5,6
19,None,None,audit,Null,0.8333333333333334,0.9,1.0,0.9,0.9375,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,0.875,1.0,1.0,0.6666666666666666,1.0,0.8333333333333334,1.0,1.0,0.6666666666666666,2.0,8.0,0.0,7.0,0.0,10.0,0.0,13.0,6,4,5,6
20,m,b,verified,1990-1995,0.8055555555555555,0.6,0.6666666666666666,0.6,0.9375,0.5,0.5,0.0,0.26666666666666666,0.2,0.0,0.3333333333333333,1.0,0.6,0.4,0.0,0.5714285714285714,0.8,0.6666666666666666,0.8,4.0,7.0,3.0,4.0,3.0,9.0,3.0,5.0,6,4,5,6
21,m,m,verified,<=1970,1.0,1.0,1.0,0.6666666666666666,0.9166666666666666,1.0,0.75,0.8333333333333334,1.0,1.0,1.0,0.8333333333333334,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,5.0,7.0,3.0,4.0,4.0,6.0,5.0,6.0,6,4,5,6
22,m,b,audit,1985-1990,1.0,0.8,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,5.0,6.0,3.0,3.0,4.0,4.0,5.0,5.0,6,4,5,6
23,m,b,audit,1985-1990,1.0,0.8,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,5.0,6.0,3.0,3.0,4.0,4.0,5.0,5.0,6,4,5,6
24,m,m,audit,<=1970,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.875,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,5.0,7.0,3.0,4.0,4.0,4.0,5.0,6.0,6,4,5,6
25,None,None,verified,Null,1.0,0.8,0.8,0.8,0.9375,0.6666666666666666,1.0,0.6666666666666666,0.5333333333333334,0.8,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.7142857142857143,1.0,0.8,1.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,8.0,6,4,5,6
26,f,b,audit,1985-1990,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,6.0,6,4,5,6
27,None,None,audit,Null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,0.4,0.5714285714285714,1.0,0.5714285714285714,0.16666666666666666,5.0,6.0,3.0,3.0,4.0,4.0,3.0,9.0,6,4,5,6
28,m,b,audit,1990-1995,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,0.7666666666666667,1.0,0.75,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.8333333333333334,0.8,5.0,7.0,3.0,3.0,3.0,4.0,5.0,5.0,6,4,5,6
29,None,None,audit,Null,0.8333333333333334,0.8666666666666666,0.8,0.7666666666666666,1.0,0.6666666666666666,1.0,1.0,0.8,0.7,1.0,0.875,1.0,1.0,1.0,0.6666666666666666,0.5714285714285714,1.0,0.8,0.3181818181818182,5.0,8.0,2.0,5.0,4.0,8.0,3.0,6.0,6,4,5,6
30,m,b,audit,1990-1995,1.0,0.7,1.0,1.0,1.0,0.8333333333333334,0.875,1.0,0.8,0.8,0.9166666666666666,1.0,0.3333333333333333,1.0,0.4,0.14285714285714285,0.625,1.0,0.5,0.0,5.0,7.0,2.0,5.0,3.0,8.0,5.0,5.0,6,4,5,6
31,m,b,audit,1990-1995,1.0,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.7083333333333333,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.8333333333333334,0.5714285714285714,5.0,5.0,3.0,4.0,4.0,6.0,5.0,5.0,6,4,5,6
32,m,b,audit,1985-1990,1.0,0.9,0.3733333333333333,0.4333333333333333,0.9375,0.8333333333333334,1.0,1.0,0.7,0.9,0.8333333333333334,0.875,0.6666666666666666,1.0,0.1111111111111111,0.1111111111111111,0.8333333333333334,1.0,1.0,1.0,5.0,5.0,3.0,3.0,4.0,8.0,4.0,9.0,6,4,5,6
33,m,m,audit,1970-1985,1.0,1.0,1.0,0.8,0.9375,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.8333333333333334,0.8,0.625,0.7,4.0,6.0,1.0,7.0,0.0,10.0,0.0,13.0,6,4,5,6
34,m,m,audit,1970-1985,1.0,1.0,1.0,0.8,0.9375,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.8333333333333334,0.8,0.625,0.7,4.0,6.0,1.0,7.0,0.0,10.0,0.0,13.0,6,4,5,6
35,f,m,audit,1970-1985,1.0,0.9,0.8333333333333333,1.0,1.0,0.6666666666666666,0.75,1.0,1.0,1.0,1.0,0.7916666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,5.0,5.0,2.0,3.0,4.0,4.0,5.0,5.0,6,4,5,6
36,m,hs,audit,1990-1995,1.0,1.0,0.9333333333333332,0.8666666666666668,1.0,0.6666666666666666,0.875,1.0,0.7333333333333334,1.0,1.0,0.625,0.6666666666666666,0.6,1.0,1.0,0.7142857142857143,1.0,1.0,1.0,5.0,5.0,3.0,5.0,4.0,6.0,5.0,6.0,6,4,5,6
37,None,None,verified,Null,0.9166666666666666,0.7,0.8,0.8666666666666668,1.0,1.0,0.875,1.0,0.8,0.7,0.9166666666666666,0.4583333333333333,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,5.0,5.0,3.0,3.0,3.0,8.0,5.0,5.0,6,4,5,6
38,m,p,verified,1970-1985,0.4166666666666667,0.6,0.4666666666666666,0.8,0.9375,1.0,1.0,1.0,0.9,0.8,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.375,5.0,6.0,3.0,3.0,4.0,6.0,5.0,5.0,6,4,5,6
39,m,p,audit,1970-1985,0.4166666666666667,0.6,0.4666666666666666,0.8,0.9375,1.0,1.0,1.0,0.9,0.8,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.375,5.0,6.0,3.0,3.0,4.0,6.0,5.0,5.0,6,4,5,6
40,m,b,audit,>1995,1.0,0.9,0.6333333333333333,0.9,1.0,1.0,0.375,1.0,0.8,0.6666666666666666,1.0,0.35416666666666663,0.4,1.0,1.0,1.0,1.0,0.6666666666666666,0.8333333333333334,1.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,6,4,5,6
41,m,m,audit,<=1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.8,1.0,1.0,5.0,5.0,2.0,5.0,1.0,10.0,2.0,10.0,6,4,5,6
42,m,b,verified,<=1970,1.0,0.9,0.8666666666666668,1.0,1.0,1.0,0.875,1.0,0.9,0.8,1.0,0.375,1.0,1.0,0.4,0.16666666666666666,1.0,1.0,0.25,1.0,0.0,8.0,0.0,7.0,0.0,10.0,0.0,13.0,6,4,5,6
43,m,b,audit,1990-1995,1.0,1.0,1.0,0.9,0.9375,1.0,0.875,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,6,4,5,6
44,m,b,audit,1990-1995,1.0,1.0,1.0,0.9,0.9375,1.0,0.875,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,6,4,5,6
45,m,b,verified,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5,0.3333333333333333,0.8333333333333334,0.8,0.8333333333333334,0.8,5.0,6.0,3.0,3.0,4.0,4.0,4.0,5.0,6,4,5,6
46,None,None,verified,Null,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,6,4,5,6
47,m,b,audit,1985-1990,0.8888888888888888,0.7,1.0,0.9,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,1.0,10.0,0.0,13.0,6,4,5,6
48,m,b,verified,1985-1990,0.8888888888888888,0.7,1.0,0.9,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,1.0,10.0,0.0,13.0,6,4,5,6
49,None,None,verified,Null,1.0,1.0,0.9,0.9,0.9375,1.0,1.0,0.6666666666666666,1.0,0.625,0.9166666666666666,0.875,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,4.0,6.0,5.0,6.0,6,4,5,6
50,m,m,audit,<=1970,1.0,0.8,1.0,0.9,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.875,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.8,5.0,5.0,2.0,4.0,4.0,4.0,5.0,5.0,6,4,5,6
51,m,hs,audit,1990-1995,0.9166666666666666,1.0,0.9,1.0,1.0,1.0,0.75,1.0,0.9,1.0,0.9166666666666666,0.7916666666666666,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,1.0,1.0,5.0,6.0,3.0,5.0,4.0,4.0,5.0,8.0,6,4,5,6
52,m,hs,audit,1990-1995,0.9166666666666666,1.0,0.9,1.0,1.0,1.0,0.75,1.0,0.9,1.0,0.9166666666666666,0.7916666666666666,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,1.0,1.0,5.0,6.0,3.0,5.0,4.0,4.0,5.0,8.0,6,4,5,6
53,m,m,verified,Null,0.638888888888889,0.8,1.0,0.7666666666666667,0.9375,0.5,0.875,1.0,1.0,0.26666666666666666,1.0,0.5833333333333333,0.6666666666666666,0.6666666666666666,0.5,0.0,0.625,1.0,0.6,0.75,5.0,5.0,0.0,7.0,0.0,10.0,0.0,13.0,6,4,5,6
54,f,m,audit,1985-1990,0.9166666666666666,0.9,0.8666666666666668,0.8,0.9166666666666666,1.0,0.75,1.0,0.9,0.7666666666666667,1.0,0.7083333333333333,1.0,1.0,1.0,0.4,1.0,1.0,0.5,0.5714285714285714,1.0,6.0,0.0,7.0,0.0,10.0,0.0,13.0,6,4,5,6
55,f,m,audit,1985-1990,0.9166666666666666,0.9,0.8666666666666668,0.8,0.9166666666666666,1.0,0.75,1.0,0.9,0.7666666666666667,1.0,0.7083333333333333,1.0,1.0,1.0,0.4,1.0,1.0,0.5,0.5714285714285714,1.0,6.0,0.0,7.0,0.0,10.0,0.0,13.0,6,4,5,6
56,None,None,audit,Null,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.8333333333333334,0.9,1.0,0.9166666666666666,0.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.8333333333333334,0.8,5.0,5.0,3.0,3.0,4.0,6.0,5.0,5.0,6,4,5,6
57,m,m,audit,1970-1985,1.0,1.0,0.9,0.9,0.9375,1.0,1.0,1.0,1.0,0.9,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,6,4,5,6
58,m,m,audit,1970-1985,1.0,1.0,0.9,0.9,0.9375,1.0,1.0,1.0,1.0,0.9,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,6,4,5,6
59,m,m,audit,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,0.7142857142857143,1.0,5.0,7.0,3.0,4.0,4.0,4.0,5.0,6.0,6,4,5,6
60,m,m,audit,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,0.7142857142857143,1.0,5.0,7.0,3.0,4.0,4.0,4.0,5.0,6.0,6,4,5,6
61,m,hs,audit,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.2857142857142857,1.0,1.0,0.5714285714285714,0.8,5.0,8.0,3.0,6.0,4.0,6.0,5.0,8.0,6,4,5,6
62,m,hs,audit,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.2857142857142857,1.0,1.0,0.5714285714285714,0.8,5.0,8.0,3.0,6.0,4.0,6.0,5.0,8.0,6,4,5,6
63,m,m,verified,1985-1990,0.9166666666666666,0.8,0.9,1.0,1.0,0.6666666666666666,1.0,1.0,0.9,0.9,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,8.0,3.0,3.0,4.0,4.0,5.0,5.0,6,4,5,6
64,m,m,audit,1985-1990,0.9166666666666666,0.8,0.9,1.0,1.0,0.6666666666666666,1.0,1.0,0.9,0.9,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,8.0,3.0,3.0,4.0,4.0,5.0,5.0,6,4,5,6
65,m,m,audit,1970-1985,0.9166666666666666,0.9,0.9,0.8,1.0,1.0,1.0,1.0,1.0,0.9,0.8333333333333334,0.6458333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.8,5.0,5.0,3.0,3.0,4.0,6.0,5.0,5.0,6,4,5,6
66,m,b,audit,1990-1995,1.0,1.0,0.8,0.9,0.9375,1.0,0.875,1.0,0.7,1.0,1.0,1.0,1.0,0.0,1.0,0.4,0.7142857142857143,1.0,1.0,1.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,6,4,5,6
67,m,m,verified,1970-1985,0.9166666666666666,0.9,0.9,0.9,1.0,1.0,1.0,0.5,0.6,0.9,0.8888888888888888,0.8333333333333333,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,0.42857142857142855,1.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,8.0,6,4,5,6
68,None,None,verified,Null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.4,1.0,1.0,1.0,0.8,5.0,6.0,3.0,3.0,4.0,6.0,5.0,5.0,6,4,5,6
69,m,b,audit,1990-1995,0.47222222222222227,0.7666666666666666,1.0,0.9,1.0,0.8333333333333334,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,6,4,5,6
70,m,m,audit,<=1970,1.0,0.7666666666666666,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.6,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,5.0,5.0,3.0,4.0,3.0,6.0,5.0,6.0,6,4,5,6
71,m,m,verified,<=1970,1.0,0.7666666666666666,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.6,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,5.0,5.0,3.0,4.0,3.0,6.0,5.0,6.0,6,4,5,6
72,m,b,audit,1970-1985,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.6875,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.8,1.0,3.0,6.0,3.0,5.0,4.0,4.0,5.0,6.0,6,4,5,6
73,m,b,audit,1990-1995,0.8888888888888888,0.9,0.9333333333333332,0.8,1.0,1.0,0.625,0.6666666666666666,0.9,0.6,0.9166666666666666,0.875,0.3333333333333333,0.6,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,6,4,5,6
74,m,b,verified,>1995,0.5277777777777778,0.7,1.0,0.6666666666666666,0.9375,0.5,0.375,1.0,0.7,0.5000000000000001,0.6111111111111112,0.4458333333333333,1.0,1.0,1.0,0.6666666666666666,0.8333333333333334,0.5714285714285714,0.8333333333333334,1.0,5.0,7.0,3.0,3.0,3.0,4.0,5.0,6.0,6,4,5,6
75,None,None,audit,Null,1.0,0.7,0.9,0.8,1.0,0.6666666666666666,0.875,1.0,0.6,0.7,1.0,0.8125,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.8,4.0,5.0,3.0,5.0,4.0,4.0,5.0,6.0,6,4,5,6
76,None,None,audit,Null,1.0,1.0,0.8,0.9,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,6,4,5,6
77,m,m,audit,1970-1985,0.9166666666666666,1.0,0.85,0.7666666666666667,1.0,0.6666666666666666,1.0,1.0,0.9,0.8,1.0,0.875,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.8,0.8333333333333334,0.8,5.0,7.0,3.0,3.0,4.0,4.0,5.0,5.0,6,4,5,6
78,None,None,audit,Null,1.0,1.0,1.0,0.9,1.0,1.0,0.625,1.0,0.6333333333333334,0.8,1.0,0.875,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,5.0,7.0,3.0,4.0,4.0,4.0,5.0,5.0,6,4,5,6
79,None,None,audit,Null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,0.8333333333333334,1.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,6.0,6,4,5,6
80,m,m,audit,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,3.0,3.0,4.0,4.0,5.0,6.0,6,4,5,6
81,m,b,audit,1970-1985,1.0,0.8,0.6666666666666666,1.0,1.0,0.8333333333333334,0.875,0.8333333333333334,1.0,0.8666666666666666,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,6,4,5,6
82,m,b,verified,1985-1990,0.75,0.8,1.0,0.7,1.0,1.0,0.5,0.5,0.7333333333333334,0.625,0.8055555555555555,0.675,0.5,1.0,1.0,0.16666666666666666,1.0,1.0,0.5714285714285714,1.0,5.0,5.0,2.0,3.0,4.0,6.0,3.0,12.0,6,4,5,6
83,m,b,verified,1985-1990,0.75,0.8,1.0,0.7,1.0,1.0,0.5,0.5,0.7333333333333334,0.625,0.8055555555555555,0.675,0.5,1.0,1.0,0.16666666666666666,1.0,1.0,0.5714285714285714,1.0,5.0,5.0,2.0,3.0,4.0,6.0,3.0,12.0,6,4,5,6
84,m,hs,audit,>1995,0.8333333333333334,0.9,0.9,0.2,1.0,0.6666666666666666,0.75,0.6666666666666666,0.7333333333333334,0.7,0.75,0.25,0.6666666666666666,1.0,1.0,0.6666666666666666,0.7142857142857143,1.0,0.6666666666666666,0.3333333333333333,5.0,7.0,1.0,6.0,3.0,8.0,2.0,7.0,6,4,5,6
85,m,b,audit,1970-1985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,7.0,6,4,5,6
86,m,b,audit,1970-1985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,7.0,6,4,5,6
87,f,m,verified,1985-1990,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.5714285714285714,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,6,4,5,6
88,None,None,verified,Null,0.9166666666666666,0.9,0.6666666666666667,0.7,1.0,1.0,1.0,1.0,1.0,0.9,0.9166666666666666,0.5833333333333334,0.6666666666666666,1.0,0.5,0.5,1.0,1.0,0.42857142857142855,0.8,4.0,7.0,3.0,5.0,0.0,10.0,0.0,13.0,6,4,5,6
