,gender,level_of_education,enrollment_mode,ageCategory,ad1,ad2,ad3,ad4,sd1,sd2,sd3,sd4,de1,de2,de3,de4,cc1,cc2,cc3,cc4,rts1,rts2,rts3,rts4,score1_correct,score1_attempts,score2_correct,score2_attempts,score3_correct,score3_attempts,score4_correct,score4_attempts,next1,next2,next3,next4
46,None,None,verified,Null,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,4.0,4.0,0.0,0.0,6,4,5,1
47,m,b,audit,1985-1990,0.8888888888888888,0.7,1.0,0.9,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,1.0,10.0,0.0,0.0,6,4,5,1
48,m,b,verified,1985-1990,0.8888888888888888,0.7,1.0,0.9,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,1.0,10.0,0.0,0.0,6,4,5,1
49,None,None,verified,Null,1.0,1.0,0.9,0.9,0.9375,1.0,1.0,0.6666666666666666,1.0,0.625,0.9166666666666666,0.875,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,4.0,6.0,0.0,0.0,6,4,5,1
50,m,m,audit,<=1970,1.0,0.8,1.0,0.9,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.875,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.8,5.0,5.0,2.0,4.0,4.0,4.0,0.0,0.0,6,4,5,1
51,m,hs,audit,1990-1995,0.9166666666666666,1.0,0.9,1.0,1.0,1.0,0.75,1.0,0.9,1.0,0.9166666666666666,0.7916666666666666,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,1.0,1.0,5.0,6.0,3.0,5.0,4.0,4.0,0.0,0.0,6,4,5,1
52,m,hs,audit,1990-1995,0.9166666666666666,1.0,0.9,1.0,1.0,1.0,0.75,1.0,0.9,1.0,0.9166666666666666,0.7916666666666666,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,1.0,1.0,5.0,6.0,3.0,5.0,4.0,4.0,0.0,0.0,6,4,5,1
53,m,m,verified,Null,0.638888888888889,0.8,1.0,0.7666666666666667,0.9375,0.5,0.875,1.0,1.0,0.26666666666666666,1.0,0.5833333333333333,0.6666666666666666,0.6666666666666666,0.5,0.0,0.625,1.0,0.6,0.75,5.0,5.0,0.0,7.0,0.0,10.0,0.0,0.0,6,4,5,1
54,f,m,audit,1985-1990,0.9166666666666666,0.9,0.8666666666666668,0.8,0.9166666666666666,1.0,0.75,1.0,0.9,0.7666666666666667,1.0,0.7083333333333333,1.0,1.0,1.0,0.4,1.0,1.0,0.5,0.5714285714285714,1.0,6.0,0.0,7.0,0.0,10.0,0.0,0.0,6,4,5,1
55,f,m,audit,1985-1990,0.9166666666666666,0.9,0.8666666666666668,0.8,0.9166666666666666,1.0,0.75,1.0,0.9,0.7666666666666667,1.0,0.7083333333333333,1.0,1.0,1.0,0.4,1.0,1.0,0.5,0.5714285714285714,1.0,6.0,0.0,7.0,0.0,10.0,0.0,0.0,6,4,5,1
56,None,None,audit,Null,1.0,1.0,0.85,1.0,1.0,1.0,1.0,0.8333333333333334,0.9,1.0,0.9166666666666666,0.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.8333333333333334,0.8,5.0,5.0,3.0,3.0,4.0,6.0,0.0,0.0,6,4,5,1
57,m,m,audit,1970-1985,1.0,1.0,0.9,0.9,0.9375,1.0,1.0,1.0,1.0,0.9,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,4.0,4.0,0.0,0.0,6,4,5,1
58,m,m,audit,1970-1985,1.0,1.0,0.9,0.9,0.9375,1.0,1.0,1.0,1.0,0.9,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,4.0,4.0,0.0,0.0,6,4,5,1
59,m,m,audit,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,0.7142857142857143,1.0,5.0,7.0,3.0,4.0,4.0,4.0,0.0,0.0,6,4,5,1
60,m,m,audit,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,0.7142857142857143,1.0,5.0,7.0,3.0,4.0,4.0,4.0,0.0,0.0,6,4,5,1
61,m,hs,audit,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.2857142857142857,1.0,1.0,0.5714285714285714,0.8,5.0,8.0,3.0,6.0,4.0,6.0,0.0,0.0,6,4,5,1
62,m,hs,audit,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.2857142857142857,1.0,1.0,0.5714285714285714,0.8,5.0,8.0,3.0,6.0,4.0,6.0,0.0,0.0,6,4,5,1
63,m,m,verified,1985-1990,0.9166666666666666,0.8,0.9,1.0,1.0,0.6666666666666666,1.0,1.0,0.9,0.9,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,8.0,3.0,3.0,4.0,4.0,0.0,0.0,6,4,5,1
64,m,m,audit,1985-1990,0.9166666666666666,0.8,0.9,1.0,1.0,0.6666666666666666,1.0,1.0,0.9,0.9,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,8.0,3.0,3.0,4.0,4.0,0.0,0.0,6,4,5,1
65,m,m,audit,1970-1985,0.9166666666666666,0.9,0.9,0.8,1.0,1.0,1.0,1.0,1.0,0.9,0.8333333333333334,0.6458333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.8,5.0,5.0,3.0,3.0,4.0,6.0,0.0,0.0,6,4,5,1
66,m,b,audit,1990-1995,1.0,1.0,0.8,0.9,0.9375,1.0,0.875,1.0,0.7,1.0,1.0,1.0,1.0,0.0,1.0,0.4,0.7142857142857143,1.0,1.0,1.0,5.0,5.0,3.0,3.0,4.0,4.0,0.0,0.0,6,4,5,1
67,m,m,verified,1970-1985,0.9166666666666666,0.9,0.9,0.9,1.0,1.0,1.0,0.5,0.6,0.9,0.8888888888888888,0.8333333333333333,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,0.42857142857142855,1.0,5.0,5.0,3.0,4.0,4.0,4.0,0.0,0.0,6,4,5,1
68,None,None,verified,Null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.4,1.0,1.0,1.0,0.8,5.0,6.0,3.0,3.0,4.0,6.0,0.0,0.0,6,4,5,1
69,m,b,audit,1990-1995,0.47222222222222227,0.7666666666666666,1.0,0.9,1.0,0.8333333333333334,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,5.0,5.0,3.0,4.0,4.0,4.0,0.0,0.0,6,4,5,1
70,m,m,audit,<=1970,1.0,0.7666666666666666,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.6,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,5.0,5.0,3.0,4.0,3.0,6.0,0.0,0.0,6,4,5,1
71,m,m,verified,<=1970,1.0,0.7666666666666666,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.6,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,5.0,5.0,3.0,4.0,3.0,6.0,0.0,0.0,6,4,5,1
72,m,b,audit,1970-1985,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.6875,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.8,1.0,3.0,6.0,3.0,5.0,4.0,4.0,0.0,0.0,6,4,5,1
73,m,b,audit,1990-1995,0.8888888888888888,0.9,0.9333333333333332,0.8,1.0,1.0,0.625,0.6666666666666666,0.9,0.6,0.9166666666666666,0.875,0.3333333333333333,0.6,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,5.0,5.0,3.0,3.0,4.0,4.0,0.0,0.0,6,4,5,1
74,m,b,verified,>1995,0.5277777777777778,0.7,1.0,0.6666666666666666,0.9375,0.5,0.375,1.0,0.7,0.5000000000000001,0.6111111111111112,0.4458333333333333,1.0,1.0,1.0,0.6666666666666666,0.8333333333333334,0.5714285714285714,0.8333333333333334,1.0,5.0,7.0,3.0,3.0,3.0,4.0,0.0,0.0,6,4,5,1
75,None,None,audit,Null,1.0,0.7,0.9,0.8,1.0,0.6666666666666666,0.875,1.0,0.6,0.7,1.0,0.8125,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.8,4.0,5.0,3.0,5.0,4.0,4.0,0.0,0.0,6,4,5,1
76,None,None,audit,Null,1.0,1.0,0.8,0.9,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,5.0,5.0,3.0,3.0,4.0,4.0,0.0,0.0,6,4,5,1
77,m,m,audit,1970-1985,0.9166666666666666,1.0,0.85,0.7666666666666667,1.0,0.6666666666666666,1.0,1.0,0.9,0.8,1.0,0.875,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.8,0.8333333333333334,0.8,5.0,7.0,3.0,3.0,4.0,4.0,0.0,0.0,6,4,5,1
78,None,None,audit,Null,1.0,1.0,1.0,0.9,1.0,1.0,0.625,1.0,0.6333333333333334,0.8,1.0,0.875,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,5.0,7.0,3.0,4.0,4.0,4.0,0.0,0.0,6,4,5,1
79,None,None,audit,Null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,0.8333333333333334,1.0,5.0,5.0,3.0,3.0,4.0,4.0,0.0,0.0,6,4,5,1
80,m,m,audit,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,3.0,3.0,4.0,4.0,0.0,0.0,6,4,5,1
81,m,b,audit,1970-1985,1.0,0.8,0.6666666666666666,1.0,1.0,0.8333333333333334,0.875,0.8333333333333334,1.0,0.8666666666666666,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,5.0,5.0,3.0,3.0,4.0,4.0,0.0,0.0,6,4,5,1
82,m,b,verified,1985-1990,0.75,0.8,1.0,0.7,1.0,1.0,0.5,0.5,0.7333333333333334,0.625,0.8055555555555555,0.675,0.5,1.0,1.0,0.16666666666666666,1.0,1.0,0.5714285714285714,1.0,5.0,5.0,2.0,3.0,4.0,6.0,0.0,0.0,6,4,5,1
83,m,b,verified,1985-1990,0.75,0.8,1.0,0.7,1.0,1.0,0.5,0.5,0.7333333333333334,0.625,0.8055555555555555,0.675,0.5,1.0,1.0,0.16666666666666666,1.0,1.0,0.5714285714285714,1.0,5.0,5.0,2.0,3.0,4.0,6.0,0.0,0.0,6,4,5,1
84,m,hs,audit,>1995,0.8333333333333334,0.9,0.9,0.2,1.0,0.6666666666666666,0.75,0.6666666666666666,0.7333333333333334,0.7,0.75,0.25,0.6666666666666666,1.0,1.0,0.6666666666666666,0.7142857142857143,1.0,0.6666666666666666,0.3333333333333333,5.0,7.0,1.0,6.0,3.0,8.0,0.0,0.0,6,4,5,1
85,m,b,audit,1970-1985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,4.0,4.0,0.0,0.0,6,4,5,1
86,m,b,audit,1970-1985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,4.0,4.0,0.0,0.0,6,4,5,1
87,f,m,verified,1985-1990,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.5714285714285714,5.0,5.0,3.0,3.0,4.0,4.0,0.0,0.0,6,4,5,1
88,None,None,verified,Null,0.9166666666666666,0.9,0.6666666666666667,0.7,1.0,1.0,1.0,1.0,1.0,0.9,0.9166666666666666,0.5833333333333334,0.6666666666666666,1.0,0.5,0.5,1.0,1.0,0.42857142857142855,0.8,4.0,7.0,3.0,5.0,0.0,10.0,0.0,0.0,6,4,5,1
